"inst_name","grad_rate_6yr","pct_pell","pct_loan","cost_attendance","tuition_in_state","tuition_out_state","pct_admitted","enrollment","stud_fac_ratio","retention_rate","avg_fac_salary","instr_exp_per_stud","pct_full_time_fac","pct_first_gen","avg_age_entry","pct_female","pct_hispanic"
"Florida Memorial University",0.311,69.13,65.97,35809,20174,20174,85.26,1183,17,0.4952,7615,3701,69.23,46.01889339,"20.478065242",60.96737908,2.7
"Florida Southern College",0.7055,28.1,53.5,60768,44040,44040,64.42,2656,11,0.8,9031,11211,100,27.61989343,"21.217206133",68.56899489,17.85
"Florida State University",0.8561,22.97,20.38,25720,5656,18786,24.22,32212,17,0.9605,12841,13724,83.98,27.63640404,"20.6220056",58.44654153,23.47
"University of Florida",0.9112,21.66,10.69,22523,6381,28659,24.2,35629,16,0.9771,13581,23406,89.59,30.76658251,"21.401052858",59.37902879,24.64
"Jacksonville University",0.5065,30.73,45,63969,47830,47830,56.94,2930,11,0.7467,8698,10576,54.59,35.6017192,"26.625",66.4921466,15.73
"Keiser University-Ft Lauderdale",0.6101,57.32,71.35,43251,25056,25056,96.97,17678,14,0.7102,6172,5657,62.49,47.65165664,"28.921110852",74.34210526,29.46
"University of Miami",0.8368,14.86,26.55,86078,62616,62616,18.9,12913,11,0.9377,16043,36040,70.78,20.09592326,"20.856624319",57.44101633,24.31
"University of North Florida",0.6921,30.75,22.69,20983,6389,20793,53.24,13359,19,0.8466,9595,8135,98.28,31.708351,"22.839098636",61.45483297,16.78
"Nova Southeastern University",0.6334,35.81,45.13,56692,38700,38700,73.21,7240,16,0.7564,11462,18297,48.2,37.3340143,"24.438069217",74.59016393,32.56
"Palm Beach Atlantic University",0.5534,22.96,37.23,53827,40650,40650,81.99,2603,13,0.6796,9265,12213,100,22.00374532,"22.171328671",67.83216783,18.44
"Ringling College of Art and Design",0.7207,21.08,38.27,80276,57900,57900,69.65,1662,11,0.8635,9869,20516,75.43,16.83168317,"20.704545455",68.37121212,16.61
"Rollins College",0.7505,22.85,39.38,76108,60580,60580,47.54,2631,12,0.8524,10589,13624,81.65,23.75328084,"22.0975",64.25,18.62
"Saint Leo University",0.45,32.49,32.03,45264,30000,30000,78.4,6721,25,0.5922,8688,4336,17.73,49.10432034,"30.968371976",67.21270161,15.89
"University of South Florida",0.7676,29.36,23.86,22859,6410,17324,43.19,37207,22,0.9128,11342,13361,73.08,35.75418994,"22.945783544",60.5735746,24.2
"St. Thomas University",0.4806,26.97,30.85,51205,34770,34770,97.91,2214,17,0.5656,8625,5550,100,41.27358491,"24.237623762",54.25742574,34.33
"Stetson University",0.6229,37.21,46.41,72533,57410,57410,71.6,2297,10,0.7818,11041,14922,66.04,26.72482157,"20.056784661",61.57817109,22.12
"Southeastern University",0.4255,21.51,27.82,49329,32950,32950,52.98,4813,19,0.6989,7041,3698,100,34.58522493,"23.390426328",55.87135378,23.12
"The University of Tampa",0.637,15.16,67.25,51614,34408,34408,40.34,10572,17,0.8545,10846,8718,100,25.23762701,"20.279962547",63.51435705,13.45
"Trinity Baptist College",0.3418,50.13,84.94,26995,15100,15100,53.28,386,11,0.5667,5460,2321,20.59,34.06113537,"22.528957529",40.15444015,12.18
"Trinity College of Florida",0,47.62,58.73,24904,16300,16300,91.89,148,12,0.28,5600,4599,34.78,41.12149533,"27.325203252",42.27642276,17.57
"Warner University",0.4213,50.88,53.63,41044,29992,29992,42.81,756,13,0.4392,5033,5418,33.64,42.51207729,"25.363380282",45.91549296,21.69
"Webber International University",0.2796,47.67,62.91,50989,33770,33770,69.4,813,17,0.4118,5063,3881,27.84,36.68341709,"21.516959064",34.61988304,15.38
"University of West Florida",0.588,33.09,25.24,19947,6360,19241,58.24,9330,22,0.8876,10653,6911,100,36.10013175,"24.359405458",59.69785575,11.93
"Abraham Baldwin Agricultural College",0.3615,34.74,23.46,13956,3268,10588,75.72,3208,21,0.6917,7551,7164,74.61,34.43449048,"21.321301474",57.39705135,11
"Andrew College",0.3281,65.99,76.53,37612,19604,19604,45.73,473,19,0.4,5387,8146,61.54,32.96296296,"19.88961039",49.02597403,8.25
"Point University",0.3407,24.68,13.68,33564,24000,24000,44.26,1996,15,0.7413,5969,3040,100,36.34259259,"23.644139388",43.29461457,13.43
"Clark Atlanta University",0.4902,70.47,80.17,43676,28310,28310,64.22,3603,16,0.707,8446,9940,59.36,32.24773091,"19.823749416",76.2973352,1.22
"Berry College",0.6949,26.77,38.86,56697,41686,41686,64,2245,12,0.8351,9319,15808,79.91,16.87413555,"19.653846154",61.93633952,11.22
"Brenau University",0.3291,45.86,69.87,46010,34027,34027,87.78,1029,11,0.6497,7783,10992,55.47,40.32411821,"29.514096186",89.80099502,21.09
"Brewton-Parker College",0.2103,45.19,34.51,38918,20120,20120,96.49,774,15,0.4843,5765,5545,95.65,37.6146789,"20.842975207",37.19008264,11.37
"College of Coastal Georgia",0.2559,40.47,28.38,21924,3616,10936,98.13,2979,22,0.5866,8029,7600,73.2,37.82559456,"22.928900256",68.28644501,9.43
"Clayton  State University",0.3986,52.17,38.04,17415,5180,16532,68.45,4348,20,0.7088,8662,7880,68.79,37.92387543,"25.827098675",70.63328424,12.26
"Columbus State University",0.4176,44.64,37.76,21676,5898,17610,99.12,5625,16,0.6966,8802,7245,59.39,32.95178633,"23.558638083",63.1778058,9.32
"Emmanuel University",0.4228,28.69,41.81,37604,25500,25500,74,775,11,0.7094,5038,4524,35.48,35.61946903,"20.096114519",45.19427403,6.84
"Emory University",0.9109,18.21,10.61,83622,64280,64280,10.65,7298,10,0.957,16636,55602,76.29,16.38702461,"20.600106213",66.06479023,12.11
"Fort Valley State University",0.4111,73.32,68.44,19879,5526,16932,65.87,2684,21,0.7851,7426,5828,68.88,34.23493045,"21.706813489",57.39848589,3.06
"Georgia Institute of Technology-Main Campus",0.9402,13.9,16.97,28167,12058,34484,14.07,18785,17,0.9808,15393,11809,90.18,14.91513182,"20.528551532",37.74373259,8.62
"Georgia Southwestern State University",0.4064,43.44,37.21,20484,5220,16572,75.17,2424,18,0.5755,8122,7119,71.28,34.52012384,"24.136039886",65.95441595,4.46
"Georgia College & State University",0.6361,17.57,34.27,30258,9186,29512,78.23,5947,17,0.8235,8775,7038,79.66,19.9066874,"20.107355865",64.11530815,7.2
"Georgia Southern University",0.549,36.25,35.58,24430,6022,17734,87.89,21790,25,0.7783,9310,5399,83.81,25.10034404,"20.740237005",52.93563156,7.64
"Georgia State University",0.5306,50.75,40.46,28241,8664,24840,55.44,26623,25,0.7986,10404,6675,74.91,32.32381391,"23.290572339",63.00794494,14.96
"University of Georgia",0.8969,16.75,19.54,27993,11450,31688,37.7,32137,17,0.9404,12879,11512,90.25,18.15059082,"20.454007884",57.43758213,7.96
"Gordon State College",0.2043,48.43,35.52,14771,3628,10948,85.9,2544,20,0.5122,7589,4910,43.32,37.81278962,"21.516701031",63.29896907,6.29
"LaGrange College",0.4692,43.13,67.87,49681,35400,35400,62.09,636,13,0.6721,6863,13052,100,25.45126354,"21.045075125",43.23873122,7.23
"Life University",0.3793,39.98,52.35,41295,15036,15036,93.03,893,15,0.6281,7524,6898,55.56,29.21108742,"24.52259332",57.76031434,18.14
"Herzing University-Atlanta",0.1395,70.34,79.16,27007,13450,13450,93.75,387,14,0.25,7516,4184,24.32,52.09032652,"31.289940828",81.35465189,8.27
"Mercer University",0.6962,35.43,62.45,58204,42312,42312,68.89,4500,11,0.8216,9556,14074,98.03,28.19956616,"25.524951076",66.38943249,9.11
"Oglethorpe University",0.541,35.96,68.38,60581,47590,47590,88.45,1352,13,0.7333,7901,5789,62.07,19.92409867,"20.604938272",60.14109347,30.7
"Paine College",0.1443,75.58,76.45,27431,14596,14596,95.43,388,11,0.5357,3659,8166,56.41,37.85714286,"20.809677419",55.48387097,4.9
"Piedmont University",0.4741,42.35,65.82,46801,31700,31700,93.28,1117,12,0.6982,7502,8051,61.96,31.48648649,"23.332080201",66.79197995,12.09
"Reinhardt University",0.4357,39.83,56.28,46386,30074,30074,61.54,1066,11,0.6222,5983,8500,51.94,36.5456821,"23.955377574",42.79176201,8.91
"Savannah College of Art and Design",0.6941,18.82,33.71,63627,41630,41630,82.98,15243,21,0.8633,10950,8616,89.51,17.63042112,"20.956806673",69.0795353,7.79
"Shorter University",0.3769,37.52,48.49,35726,24630,24630,96.46,1028,14,0.6053,5054,5023,58.78,35.38461538,"26.018572825",54.64320626,10.41
"Thomas University",0.2754,55.35,82.64,23079,11640,11640,38.3,998,12,0.4925,5844,10947,17.83,45.51148225,"27.933085502",57.24907063,5.51
"Toccoa Falls College",0.4366,16.11,19.16,37561,23950,23950,65.96,875,18,0.625,6124,4266,24.64,29.95689655,"22.21010101",50.70707071,9.26
"Truett McConnell University",0.3781,10.15,15.08,39152,26792,26792,78.26,744,15,0.6698,4901,4143,100,28.94736842,"20.986636971",56.1247216,3.9
"Valdosta State University",0.4236,52.28,43.96,20801,6124,17836,72.29,6622,17,0.7187,8606,7133,68.45,30.75430512,"22.320455561",62.77355962,11.54
"University of West Georgia",0.4349,40.4,34.6,21981,6088,17800,51.61,7520,18,0.775,8656,9152,57.36,31.8805185,"21.510015408",64.35541859,10.16
"Young Harris College",0.4175,20.38,32.72,48301,32305,32305,62.64,755,13,0.6461,6302,8200,37.01,28.2,"19.80148423",59.18367347,4.64
"Chaminade University of Honolulu",0.554,41.33,37.3,45798,30874,30874,91.43,1672,11,0.7037,9015,11964,98.13,42.33825199,"24.24012474",71.30977131,13.34
"University of Hawaii at Hilo",0.4837,40.39,30.03,21173,7838,20798,60.63,2160,11,0.7275,12097,23630,76.38,36.55063291,"24.144832606",68.92285298,16.53
"University of Hawaii at Manoa",0.6429,26.23,27.43,26433,12186,34218,86.6,15029,15,0.8072,14472,24611,79.88,33.84306844,"22.499538319",59.87996307,14.65
"Hawaii Pacific University",0.3489,21.45,22.55,50674,34392,34392,85.87,2392,15,0.5645,9549,5539,54.77,35.83756345,"23.115279048",69.44190302,25
"University of Hawaii-West Oahu",0.4955,32.06,21.13,18410,7584,20544,95.34,2519,17,0.7795,11565,16313,60.82,42.53597122,"27.66507177",70.33492823,15.6
"Boise State University",0.602,18.08,23.88,28224,9048,27788,87.21,17674,20,0.7885,9887,8864,56.88,33.47085202,"23.650083195",56.921797,15.88
"University of Idaho",0.5728,23.48,38.18,23738,9084,28320,75.53,7747,18,0.7559,10288,14991,85.23,31.78761062,"21.458624128",50.58158857,10.09
"The College of Idaho",0.6254,25.17,47.28,50542,37845,37845,49.1,1041,10,0.8185,7798,10689,61.94,26.80722892,"20.354570637",48.19944598,17.68
"Lewis-Clark State College",0.4017,24.28,26.05,21925,7610,22028,87.69,2385,16,0.6105,7551,9626,95.54,40.47013977,"25.071305348",63.54226567,9.73
"Northwest Nazarene University",0.7076,29.76,61.33,55163,40794,40794,64.74,1024,14,0.7741,6760,6557,100,33.88429752,"24.604006163",62.5577812,15.23
"School of the Art Institute of Chicago",0.6699,18.73,37.41,75625,56420,56420,77.47,2805,10,0.8383,11628,18435,21.59,21.2636695,"21.148105626",72.21584386,13.23
"Augustana College",0.7286,24,55.27,63553,51598,51598,62.68,2490,12,0.8211,8300,11113,78.04,22.24352828,"19.553406998",58.83977901,12.89
"Aurora University",0.6032,44.95,47.36,40625,29170,29170,80.85,3974,18,0.7706,9142,5125,24.68,45.69466455,"23.373099954",66.51312759,42.53
"Blackburn College",0.5749,49.87,61.44,37916,28149,28149,63.19,471,11,0.6721,8514,12832,71.93,43.95604396,"20.555555556",56.03864734,9.55
"Bradley University",0.7617,31.65,63.4,54730,42160,42160,76.76,3574,11,0.8265,9409,17531,55.48,23.60436893,"20.055747126",52.98850575,14.86
"Chicago State University",0.1549,57.86,78.13,29764,12754,12754,43.26,1384,9,0.5732,8878,28026,100,42.02453988,"28.718628215",70.38191738,9.83
"University of Chicago",0.9585,15.26,4.7,90360,70662,70662,4.48,7569,5,0.9926,19806,96069,84.93,20.2435312,"20.008797654",51.90615836,16.94
"Columbia College Chicago",0.5155,45.96,55.53,51889,34088,34088,89.46,5368,15,0.6603,9323,10551,37.38,24.94863516,"21.027710519",61.15146624,28.22
"Concordia University-Chicago",0.3646,45.68,56.94,45383,37488,37488,92.79,1323,13,0.605,6759,5834,69.72,38.50063532,"22.408529742",57.23905724,37.87
"DePaul University",0.678,31.78,45.85,63052,45999,45999,75.89,14090,17,0.855,12717,13870,49.85,30.23514164,"22.141913633",55.0042337,24.87
"Eastern Illinois University",0.4736,29.41,31.38,26996,13679,16217,65.35,4188,14,0.7171,9482,10847,77.11,34.21643467,"21.899513776",60.65640194,10.24
"Elmhurst University",0.7,36.81,76.9,54679,42955,42955,73.64,3006,15,0.799,8989,8751,40.38,35.1910828,"21.975236708",60.74289876,33.83
"Eureka College",0.4161,48.58,76.47,39578,29096,29096,84.99,522,14,0.5039,5632,7279,68.75,34.15977961,"20.637279597",48.11083123,13.41
"Governors State University",0.2211,53.59,38.49,24227,12004,12004,48.27,2556,11,0.5622,8619,13036,50.87,42.61943103,"27.917609778",67.63241286,19.91
"Greenville University",0.3982,38.89,56.64,45091,32200,32200,97.5,955,13,0.7081,6650,7399,100,31.12701252,"22.476109215",44.70989761,8.17
"University of Illinois Chicago",0.6162,48.93,21.86,27521,14338,29884,77.35,22170,17,0.8021,14621,28590,71.04,44.39779965,"21.089593212",52.84502121,36.15
"Benedictine University",0.5033,39.47,46.04,46713,35940,35940,95.23,1942,15,0.6601,8516,7813,34.65,34.31952663,"23.520921771",57.61067314,21.47
"University of Illinois Urbana-Champaign",0.8513,23.41,27.38,33642,16004,35124,42.37,36258,20,0.948,14464,14929,72.76,24.93020998,"19.852831045",49.48371724,14.41
"Illinois Wesleyan University",0.747,26.33,63.32,70700,57704,57704,39.31,1582,12,0.8005,8828,19373,56.45,17.72575251,"19.448051948",52.27272727,11.69
"Illinois College",0.6382,38.39,82.74,48955,38676,38676,78.19,930,12,0.7063,7671,11586,70.59,31.09756098,"19.840607211",55.59772296,9.68
"Illinois Institute of Technology",0.7521,30.01,28.71,68164,52386,52386,54.93,2833,14,0.8596,12710,11936,59.56,32.23767383,"21.882219706",30.01132503,27.92
"Illinois State University",0.6454,32.07,43.08,34309,16144,28210,88.15,19057,19,0.8144,9453,9152,73.63,29.64350118,"20.548777315",56.24349636,14.27
"Judson University",0.5987,38.71,55.36,43137,31360,31360,47.59,708,10,0.5917,6024,8178,28.02,35.62753036,"26.304812834",61.31907308,26.27
"Knox College",0.6773,30.87,67.33,68134,57903,57903,70.79,1127,11,0.8313,7221,17885,72.44,27.84552846,"19.565464896",60.5313093,13.04
"Lake Forest College",0.7778,32.24,66.54,70655,56402,56402,56.81,1813,13,0.8988,9044,11874,100,24.58715596,"19.898648649",60.30405405,18.09
"Lewis University",0.6661,32.55,42.17,47313,39200,39200,71.29,4015,13,0.7915,10457,11056,40.06,39.40031562,"22.443587271",54.91803279,27.57
"Loyola University Chicago",0.7304,23.75,44.81,67408,53710,53710,81.6,11737,13,0.8167,11515,14058,52.45,27.68674699,"20.963474388",68.53006682,23.29
"McKendree University",0.5333,33.6,41.79,48845,34740,34740,71.72,1752,16,0.6735,7069,4640,100,32.55813953,"23.135640786",54.25631431,4.68
"Millikin University",0.5494,37.57,55.75,57475,26892,26892,66.68,1382,10,0.75,6557,12211,71.39,31.84782609,"21.179616549",54.49041372,3.84
"Monmouth College",0.6461,37.14,75.38,57157,44922,44922,90.93,702,9,0.7441,6882,16969,69.15,32.24400871,"19.733855186",45.98825832,10.68
"Moody Bible Institute",0.6233,36.27,41.7,34327,15786,15786,82.69,1510,14,0.839,9213,13607,34.74,28.08988764,"24.862174579",45.0229709,7.28
"National Louis University",0.3014,55.15,21.75,24154,12705,12705,95.05,4406,17,0.5042,6891,5908,98.15,50.44483986,"30.24099723",75.13850416,49.73
"North Central College",0.64,23.95,47.98,57219,45726,45726,77.33,2428,12,0.7713,9075,11500,57.4,26.59660469,"20.473484848",53.86363636,19.19
"North Park University",0.5772,44.34,50.19,44172,36710,36710,68.51,1818,12,0.6166,8245,9612,100,36.98324022,"22.218719212",61.28078818,34.93
"Northern Illinois University",0.4866,47.32,46.72,28851,13248,13248,69.79,11301,15,0.6962,11060,14474,75.16,38.32968636,"21.941079658",53.4562212,25.75
"Northwestern University",0.9513,18.55,17.08,91250,68322,68322,7.69,9201,6,0.981,20322,48932,82.97,15.15711645,"20.452494062",52.43467933,15.75
"Northeastern Illinois University",0.2165,55.67,19.2,26960,12383,22726,74.6,3982,9,0.5233,9265,18253,68.11,50.86887836,"24.794679186",60.59467919,52.34
"Olivet Nazarene University",0.6084,38.04,63.24,51981,38900,38900,55.86,2603,15,0.7083,7582,8761,46.23,27.68395657,"22.803428571",62.57142857,13.22
"Quincy University",0.4504,29.73,54.34,50091,37140,37140,50.93,1010,12,0.7003,6758,6923,50.41,33.00492611,"21.349845201",53.86996904,9.11
"Rockford University",0.472,48.35,57.13,49169,37780,37780,92.91,972,10,0.6526,6658,9830,45.95,41.83864916,"22.71331058",56.99658703,22.84
"Roosevelt University",0.3514,51.32,53.74,35332,21315,21315,97.16,2849,11,0.6162,8563,10228,31.17,36.83794466,"23.781359495",66.15276804,34.71
"Dominican University",0.5526,51.52,50.02,43891,38978,38978,90.32,2561,12,0.7793,8029,11343,38.29,50.74626866,"21.659727782",69.73578863,69.23
"University of St Francis",0.6682,39.34,76.04,46239,38110,38110,65.29,1223,15,0.7876,8272,6677,96.55,42.37804878,"23.167130919",64.48467967,34.1
"Saint Xavier University",0.5661,58.87,86.54,43244,37940,37940,84.3,3096,16,0.7573,8124,7407,29.32,49.3877551,"21.661971831",66.49061033,52.58
"University of Illinois Springfield",0.5321,37.36,36.81,25521,12252,22017,85.88,2263,13,0.748,9921,9051,60.38,36.24382208,"25.824757644",57.04697987,11.89
"Southern Illinois University-Carbondale",0.6241,38.83,44.65,28329,13334,13334,86.88,8494,11,0.668,8501,18042,79.49,35.25195024,"22.183824929",48.96289248,10.3
"Southern Illinois University Edwardsville",0.5697,32.66,38.35,28919,12922,12922,97.5,8750,15,0.757,9158,14215,72.04,30.68748645,"21.766168149",57.92239289,6.55
"Trinity Christian College",0.5752,34.58,55.5,35012,20605,20605,84.92,820,10,0.8145,7524,12581,47.2,32.90909091,"24.575364668",68.88168558,22.07
"Trinity International University-Illinois",0.461,89.29,61.43,16515,12320,12320,100,55,3,0.125,6689,14768,28.44,29.60526316,"26.555335968",43.08300395,21.82
"Western Illinois University",0.4522,28.06,31.74,28254,15264,15264,71.18,4410,12,0.6137,10238,12650,85.37,37.70755222,"21.565811556",56.14960441,11.93
"Anderson University",0.5379,36.26,58.26,51585,37240,37240,79.34,1057,10,0.5993,6746,11586,97.59,23.16513761,"21.994571118",56.35179153,6.62
"Ball State University",0.6234,34.71,42.62,26146,11082,29630,85.5,13988,14,0.777,8408,10844,76.7,27.72175946,"20.629952896",59.82266556,7.97
"Bethel University",0.5322,33.49,45.78,43885,34600,34600,97.66,1008,12,0.724,6402,8969,100,32.45125348,"24.841352406",66.31989597,11.51
"Butler University",0.8038,15.05,42.66,65970,47560,47560,85.08,4317,11,0.8749,9694,14447,99.75,12.95116773,"19.714285714",60.11042098,7.37
"DePauw University",0.7469,16.37,31.7,74320,59070,59070,57.19,1905,10,0.8858,10094,24399,85.42,16.35111876,"19.544861338",50.24469821,8.29
"Earlham College",0.69,24.41,43.31,67684,53930,53930,73.11,670,7,0.7723,8169,38316,95.83,22.62569832,"19.548387097",57.52688172,6.12
"University of Evansville",0.6446,24.47,41.24,57451,44172,44172,77.6,1539,10,0.8333,8723,14219,92.44,27.45901639,"20.501925546",61.36071887,6.24
"Franklin College",0.603,36.44,54.23,54178,38710,38710,69.8,900,12,0.7294,7146,10297,72.9,29.37625755,"19.87283237",46.62813102,5.44
"Goshen College",0.65,35.83,47.48,48449,38890,38890,84.07,773,9,0.8013,6513,14298,58.04,36.89839572,"23.461538462",67.06730769,27.43
"Grace College and Theological Seminary",0.6877,29.06,49.75,41838,31200,31200,82.15,1464,23,0.7737,7538,7409,98.48,28.14009662,"22.888888889",62.88659794,7.51
"Hanover College",0.6713,25.83,51.66,58821,44638,44638,83.7,1031,11,0.8182,8708,21982,100,25.32188841,"19.609053498",53.08641975,4.07
